reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
jagged,jaged,jag it,"{'mean_confidence': 0.9971163868904114, 'min_confidence': 0.6807584166526794, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9874173402786255, 'min_confidence': 0.5951658487319946, 'max_confidence': 0.9999995231628418}",3.31,2.67325,1.0,2.0,"{'original_duration': 3.31, 'adjusted_duration': 2.67325, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.6975000000000002, 'total_adjusted_duration': 1.6975000000000002, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.10515335327232883, 'tempo_ratio': 0.927217221}, 'dcl': {'count': 2, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.25113564341586714, 'tempo_ratio': 1.493216952}, 'jh': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.07428834241655861, 'tempo_ratio': 2.254727923}, 'ae': {'count': 1, 'total_original_duration': 0.46, 'total_adjusted_duration': 0.23555477376405473, 'tempo_ratio': 1.95283667}, 'gcl': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.10408765532462191, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.09499254393209201, 'tempo_ratio': 1.842249852}, 'd': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11049048670435666, 'tempo_ratio': 1.606473148}}}",0091.wav
we have often urged him to walk more and smoke less,the ive-avin hared if deragamar and morkyes,the iv avi haird in diragmore and murkyle,"{'mean_confidence': 0.9645950794219971, 'min_confidence': 0.2822985351085663, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9552274942398071, 'min_confidence': 0.3633952736854553, 'max_confidence': 0.9999996423721313}",10.195,7.8049375,0.9090909090909091,0.9090909090909091,"{'original_duration': 10.195, 'adjusted_duration': 7.8049375, 'phoneme_stats': {'sil': {'count': 8, 'total_original_duration': 2.8225, 'total_adjusted_duration': 2.8225, 'tempo_ratio': 1.0}, 'noi': {'count': 3, 'total_original_duration': 1.1724999999999999, 'total_adjusted_duration': 1.2645364790954416, 'tempo_ratio': 0.927217221}, 'w': {'count': 2, 'total_original_duration': 0.275, 'total_adjusted_duration': 0.1976343822743916, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.1546961676826749, 'tempo_ratio': 1.745356747}, 'ae': {'count': 2, 'total_original_duration': 0.54, 'total_adjusted_duration': 0.2765208213751947, 'tempo_ratio': 1.95283667}, 'ao': {'count': 4, 'total_original_duration': 1.1649999999999998, 'total_adjusted_duration': 0.7828088205591652, 'tempo_ratio': 1.488230548}, 'f': {'count': 2, 'total_original_duration': 0.3925, 'total_adjusted_duration': 0.20389571209857713, 'tempo_ratio': 1.925003699}, 'ah': {'count': 1, 'total_original_duration': 0.3725, 'total_adjusted_duration': 0.21246911548937247, 'tempo_ratio': 1.753195984}, 'er': {'count': 1, 'total_original_duration': 0.4225, 'total_adjusted_duration': 0.19677491649770257, 'tempo_ratio': 2.147123259}, 'dcl': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.058598316797035664, 'tempo_ratio': 1.493216952}, 'jh': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.023284405832055686, 'tempo_ratio': 2.254727923}, 'hh': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.055031228514803014, 'tempo_ratio': 1.771721305}, 'ih': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.1557928442569296, 'tempo_ratio': 1.540507211}, 'm': {'count': 3, 'total_original_duration': 0.545, 'total_adjusted_duration': 0.3031465656798128, 'tempo_ratio': 1.79781024}, 'tcl': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.06259434913310206, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.024134192814458513, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.07041097424080768, 'tempo_ratio': 1.349221496}, 'kcl': {'count': 2, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.10257249299402948, 'tempo_ratio': 1.559872392}, 'k': {'count': 2, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07515986919858632, 'tempo_ratio': 1.629859143}, 'r': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.06826025454435172, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.14163435700794305, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.20223064127356571, 'tempo_ratio': 1.335109251}, 'l': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.11031578693247297, 'tempo_ratio': 1.812977141}, 'eh': {'count': 1, 'total_original_duration': 0.3825, 'total_adjusted_duration': 0.23973067749414334, 'tempo_ratio': 1.595540479}}}",0092.wav
for,for her,for,"{'mean_confidence': 0.9983375668525696, 'min_confidence': 0.8854160904884338, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9905315041542053, 'min_confidence': 0.7340354919433594, 'max_confidence': 0.9999991655349731}",3.165,2.8579375,1.0,0.0,"{'original_duration': 3.165, 'adjusted_duration': 2.8579375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.475, 'total_adjusted_duration': 2.475, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.06883103656830948, 'tempo_ratio': 1.925003699}, 'ao': {'count': 1, 'total_original_duration': 0.2625, 'total_adjusted_duration': 0.176383961713975, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.13773944220556686, 'tempo_ratio': 2.050973893}}}",0093.wav
rake,rake,rake,"{'mean_confidence': 0.9980999827384949, 'min_confidence': 0.8038889169692993, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9991580843925476, 'min_confidence': 0.9390289783477783, 'max_confidence': 1.0}",3.085,2.770125,0.0,0.0,"{'original_duration': 3.085, 'adjusted_duration': 2.770125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.2775, 'total_adjusted_duration': 2.2775, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.10726611428398128, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.1994355316836365, 'tempo_ratio': 1.441568599}, 'kcl': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07853206494855382, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.10737124171226617, 'tempo_ratio': 1.629859143}}}",0094.wav
yes,yes,yes,"{'mean_confidence': 0.9998247027397156, 'min_confidence': 0.9846112132072449, 'max_confidence': 1.0}","{'mean_confidence': 0.9988982677459717, 'min_confidence': 0.9063809514045715, 'max_confidence': 0.9999998807907104}",3.0650625,2.7761875,0.0,0.0,"{'original_duration': 3.0650625, 'adjusted_duration': 2.7761875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.3380625, 'total_adjusted_duration': 2.3380625, 'tempo_ratio': 1.0}, 'y': {'count': 1, 'total_original_duration': 0.2844375, 'total_adjusted_duration': 0.16394057163140016, 'tempo_ratio': 1.73500371}, 'eh': {'count': 1, 'total_original_duration': 0.4375, 'total_adjusted_duration': 0.27420175530375873, 'tempo_ratio': 1.595540479}}}",0095.wav
weed,we,we,"{'mean_confidence': 0.9881439805030823, 'min_confidence': 0.4053063690662384, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9688228368759155, 'min_confidence': 0.6424874067306519, 'max_confidence': 0.9999972581863403}",2.45,1.137125,1.0,1.0,"{'original_duration': 2.45, 'adjusted_duration': 1.137125, 'phoneme_stats': {'sil': {'count': 1, 'total_original_duration': 0.7236875, 'total_adjusted_duration': 0.7236875, 'tempo_ratio': 1.0}, 'w': {'count': 1, 'total_original_duration': 0.1421875, 'total_adjusted_duration': 0.10218595901687291, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.3135625, 'total_adjusted_duration': 0.17965524844073613, 'tempo_ratio': 1.745356747}, 'd': {'count': 1, 'total_original_duration': 0.2114375, 'total_adjusted_duration': 0.13161595652142205, 'tempo_ratio': 1.606473148}}}",0096.wav
weed,who'r i is,wohin't,"{'mean_confidence': 0.9680064916610718, 'min_confidence': 0.3127281963825226, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9674867987632751, 'min_confidence': 0.25816649198532104, 'max_confidence': 0.9999994039535522}",3.54,3.266125,3.0,1.0,"{'original_duration': 3.54, 'adjusted_duration': 3.266125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.7925, 'total_adjusted_duration': 2.7925, 'tempo_ratio': 1.0}, 'w': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.1634975344269967, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.19909969729529453, 'tempo_ratio': 1.745356747}, 'dcl': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.0954315444980295, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.025, 'total_adjusted_duration': 0.015562040380895306, 'tempo_ratio': 1.606473148}}}",0097.wav
corn,coin,corn,"{'mean_confidence': 0.9947690367698669, 'min_confidence': 0.7006261348724365, 'max_confidence': 1.0}","{'mean_confidence': 0.999581515789032, 'min_confidence': 0.9846768975257874, 'max_confidence': 0.9999998807907104}",2.9350625,2.6391875,1.0,0.0,"{'original_duration': 2.9350625, 'adjusted_duration': 2.6391875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.2024999999999997, 'total_adjusted_duration': 2.2024999999999997, 'tempo_ratio': 1.0}, 'k': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.14265036398915365, 'tempo_ratio': 1.629859143}, 'ao': {'count': 1, 'total_original_duration': 0.2125, 'total_adjusted_duration': 0.14278701662559878, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.06947918766121514, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.08176828858190528, 'tempo_ratio': 1.712155194}}}",0098.wav
up,ub,up,"{'mean_confidence': 0.996959388256073, 'min_confidence': 0.6179152727127075, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9970812797546387, 'min_confidence': 0.5815810561180115, 'max_confidence': 0.9999998807907104}",3.195,3.002875,1.0,0.0,"{'original_duration': 3.195, 'adjusted_duration': 3.002875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.6125, 'total_adjusted_duration': 2.6125, 'tempo_ratio': 1.0}, 'ah': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.12976301684250266, 'tempo_ratio': 1.753195984}, 'pcl': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.23649171966474258, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.0325, 'total_adjusted_duration': 0.024106606010311973, 'tempo_ratio': 1.348178171}}}",0099.wav
swarm,se wol,se bol,"{'mean_confidence': 0.9890684485435486, 'min_confidence': 0.6396726965904236, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9835906028747559, 'min_confidence': 0.4906202256679535, 'max_confidence': 0.9999997615814209}",2.885,2.5004375,2.0,2.0,"{'original_duration': 2.885, 'adjusted_duration': 2.5004375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.7925, 'total_adjusted_duration': 1.7925, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.3620625, 'total_adjusted_duration': 0.2596335391050813, 'tempo_ratio': 1.394513595}, 'w': {'count': 1, 'total_original_duration': 0.176125, 'total_adjusted_duration': 0.12657583846573534, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.2143125, 'total_adjusted_duration': 0.1440049058850524, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.125, 'total_adjusted_duration': 0.06094665584317118, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.11680876842708382, 'tempo_ratio': 1.79781024}}}",0100.wav
