reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
SPARK,URK,SPARK,"{'mean_confidence': 0.9758533835411072, 'min_confidence': 0.2299317717552185, 'max_confidence': 0.9999517202377319}","{'mean_confidence': 0.9790449142456055, 'min_confidence': 0.538510262966156, 'max_confidence': 0.9999361038208008}",3.4600625,2.401875,1.0,0.0,"{'original_duration': 3.4600625, 'adjusted_duration': 2.401875, 'phoneme_stats': {'sil': {'count': 1, 'total_original_duration': 1.5125, 'total_adjusted_duration': 1.5125, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.26891096748325355, 'tempo_ratio': 1.394513595}, 'p': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.17430930499764039, 'tempo_ratio': 1.348178171}, 'aa': {'count': 1, 'total_original_duration': 0.26, 'total_adjusted_duration': 0.1618656639414177, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.06338452207689803, 'tempo_ratio': 2.050973893}, 'k': {'count': 1, 'total_original_duration': 0.36, 'total_adjusted_duration': 0.22087798295094754, 'tempo_ratio': 1.629859143}}}",0088.wav
SPARK,HE BRAK,FE BRAK,"{'mean_confidence': 0.982673168182373, 'min_confidence': 0.5038607716560364, 'max_confidence': 0.9999991655349731}","{'mean_confidence': 0.9707873463630676, 'min_confidence': 0.29685646295547485, 'max_confidence': 0.9999982118606567}",4.545,4.097125,2.0,2.0,"{'original_duration': 4.545, 'adjusted_duration': 4.097125, 'phoneme_stats': {'sil': {'count': 4, 'total_original_duration': 2.175, 'total_adjusted_duration': 2.175, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.8725, 'total_adjusted_duration': 0.9409876997959683, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.48, 'total_adjusted_duration': 0.3442060383785645, 'tempo_ratio': 1.394513595}, 'pcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.13513812552271004, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.04265014909516733, 'tempo_ratio': 1.348178171}, 'aa': {'count': 1, 'total_original_duration': 0.29, 'total_adjusted_duration': 0.18054247131927356, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.07923065259612254, 'tempo_ratio': 2.050973893}, 'kcl': {'count': 1, 'total_original_duration': 0.11, 'total_adjusted_duration': 0.07051858893339527, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.1288454900547194, 'tempo_ratio': 1.629859143}}}",0089.wav
STICK,THE DIG,HE DIG,"{'mean_confidence': 0.987878680229187, 'min_confidence': 0.5192785263061523, 'max_confidence': 0.9999933242797852}","{'mean_confidence': 0.9883716106414795, 'min_confidence': 0.642248272895813, 'max_confidence': 0.9999939203262329}",4.03,3.614,2.0,2.0,"{'original_duration': 4.03, 'adjusted_duration': 3.614, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.3375000000000004, 'total_adjusted_duration': 2.3375000000000004, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.325, 'total_adjusted_duration': 0.35051117757442946, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.5775, 'total_adjusted_duration': 0.4141228899242104, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.11445823841481521, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.04826838562891703, 'tempo_ratio': 1.450224595}, 'ih': {'count': 1, 'total_original_duration': 0.23, 'total_adjusted_duration': 0.1493014757462242, 'tempo_ratio': 1.540507211}, 'kcl': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.0464781608879196, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.25, 'total_adjusted_duration': 0.15338748816038025, 'tempo_ratio': 1.629859143}}}",0090.wav
JAGGED,INDAGED,INDAD,"{'mean_confidence': 0.9759120941162109, 'min_confidence': 0.5114288330078125, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.9721128940582275, 'min_confidence': 0.5178713202476501, 'max_confidence': 0.9999985694885254}",3.31,2.67325,1.0,1.0,"{'original_duration': 3.31, 'adjusted_duration': 2.67325, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.6975000000000002, 'total_adjusted_duration': 1.6975000000000002, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.10515335327232883, 'tempo_ratio': 0.927217221}, 'dcl': {'count': 2, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.25113564341586714, 'tempo_ratio': 1.493216952}, 'jh': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.07428834241655861, 'tempo_ratio': 2.254727923}, 'ae': {'count': 1, 'total_original_duration': 0.46, 'total_adjusted_duration': 0.23555477376405473, 'tempo_ratio': 1.95283667}, 'gcl': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.10408765532462191, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.09499254393209201, 'tempo_ratio': 1.842249852}, 'd': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11049048670435666, 'tempo_ratio': 1.606473148}}}",0091.wav
WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,LO A ARVE EAR YOU DEON GOMOI MOLKY LOD,LAY IV AOU ED YO DO LAGAMOY AND MONKY LO,"{'mean_confidence': 0.911129891872406, 'min_confidence': 0.26294437050819397, 'max_confidence': 0.9999953508377075}","{'mean_confidence': 0.9155325293540955, 'min_confidence': 0.3491125702857971, 'max_confidence': 0.9999966621398926}",10.195,7.8049375,1.0,0.9090909090909091,"{'original_duration': 10.195, 'adjusted_duration': 7.8049375, 'phoneme_stats': {'sil': {'count': 8, 'total_original_duration': 2.8225, 'total_adjusted_duration': 2.8225, 'tempo_ratio': 1.0}, 'noi': {'count': 3, 'total_original_duration': 1.1724999999999999, 'total_adjusted_duration': 1.2645364790954416, 'tempo_ratio': 0.927217221}, 'w': {'count': 2, 'total_original_duration': 0.275, 'total_adjusted_duration': 0.1976343822743916, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.1546961676826749, 'tempo_ratio': 1.745356747}, 'ae': {'count': 2, 'total_original_duration': 0.54, 'total_adjusted_duration': 0.2765208213751947, 'tempo_ratio': 1.95283667}, 'ao': {'count': 4, 'total_original_duration': 1.1649999999999998, 'total_adjusted_duration': 0.7828088205591652, 'tempo_ratio': 1.488230548}, 'f': {'count': 2, 'total_original_duration': 0.3925, 'total_adjusted_duration': 0.20389571209857713, 'tempo_ratio': 1.925003699}, 'ah': {'count': 1, 'total_original_duration': 0.3725, 'total_adjusted_duration': 0.21246911548937247, 'tempo_ratio': 1.753195984}, 'er': {'count': 1, 'total_original_duration': 0.4225, 'total_adjusted_duration': 0.19677491649770257, 'tempo_ratio': 2.147123259}, 'dcl': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.058598316797035664, 'tempo_ratio': 1.493216952}, 'jh': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.023284405832055686, 'tempo_ratio': 2.254727923}, 'hh': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.055031228514803014, 'tempo_ratio': 1.771721305}, 'ih': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.1557928442569296, 'tempo_ratio': 1.540507211}, 'm': {'count': 3, 'total_original_duration': 0.545, 'total_adjusted_duration': 0.3031465656798128, 'tempo_ratio': 1.79781024}, 'tcl': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.06259434913310206, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.024134192814458513, 'tempo_ratio': 1.450224595}, 'uw': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.07041097424080768, 'tempo_ratio': 1.349221496}, 'kcl': {'count': 2, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.10257249299402948, 'tempo_ratio': 1.559872392}, 'k': {'count': 2, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07515986919858632, 'tempo_ratio': 1.629859143}, 'r': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.06826025454435172, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.14163435700794305, 'tempo_ratio': 1.712155194}, 'ow': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.20223064127356571, 'tempo_ratio': 1.335109251}, 'l': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.11031578693247297, 'tempo_ratio': 1.812977141}, 'eh': {'count': 1, 'total_original_duration': 0.3825, 'total_adjusted_duration': 0.23973067749414334, 'tempo_ratio': 1.595540479}}}",0092.wav
FOR,FOR,BORD,"{'mean_confidence': 0.9786360263824463, 'min_confidence': 0.2813555598258972, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9777966141700745, 'min_confidence': 0.3345686197280884, 'max_confidence': 0.9999974966049194}",3.165,2.8579375,0.0,1.0,"{'original_duration': 3.165, 'adjusted_duration': 2.8579375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.475, 'total_adjusted_duration': 2.475, 'tempo_ratio': 1.0}, 'f': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.06883103656830948, 'tempo_ratio': 1.925003699}, 'ao': {'count': 1, 'total_original_duration': 0.2625, 'total_adjusted_duration': 0.176383961713975, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.13773944220556686, 'tempo_ratio': 2.050973893}}}",0093.wav
RAKE,REDI,BREAK,"{'mean_confidence': 0.9691604971885681, 'min_confidence': 0.3748053312301636, 'max_confidence': 0.9999982118606567}","{'mean_confidence': 0.98853600025177, 'min_confidence': 0.6573616862297058, 'max_confidence': 0.999997615814209}",3.085,2.770125,1.0,1.0,"{'original_duration': 3.085, 'adjusted_duration': 2.770125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.2775, 'total_adjusted_duration': 2.2775, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.10726611428398128, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.1994355316836365, 'tempo_ratio': 1.441568599}, 'kcl': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07853206494855382, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.10737124171226617, 'tempo_ratio': 1.629859143}}}",0094.wav
YES,PEX,YE,"{'mean_confidence': 0.9692136645317078, 'min_confidence': 0.382999062538147, 'max_confidence': 0.9999959468841553}","{'mean_confidence': 0.9801633358001709, 'min_confidence': 0.49234989285469055, 'max_confidence': 0.9999713897705078}",3.0650625,2.7761875,1.0,1.0,"{'original_duration': 3.0650625, 'adjusted_duration': 2.7761875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.3380625, 'total_adjusted_duration': 2.3380625, 'tempo_ratio': 1.0}, 'y': {'count': 1, 'total_original_duration': 0.2844375, 'total_adjusted_duration': 0.16394057163140016, 'tempo_ratio': 1.73500371}, 'eh': {'count': 1, 'total_original_duration': 0.4375, 'total_adjusted_duration': 0.27420175530375873, 'tempo_ratio': 1.595540479}}}",0095.wav
WEED,WE,WE,"{'mean_confidence': 0.9727035164833069, 'min_confidence': 0.43006521463394165, 'max_confidence': 0.999997615814209}","{'mean_confidence': 0.958760142326355, 'min_confidence': 0.6413722634315491, 'max_confidence': 0.9999444484710693}",2.45,1.137125,1.0,1.0,"{'original_duration': 2.45, 'adjusted_duration': 1.137125, 'phoneme_stats': {'sil': {'count': 1, 'total_original_duration': 0.7236875, 'total_adjusted_duration': 0.7236875, 'tempo_ratio': 1.0}, 'w': {'count': 1, 'total_original_duration': 0.1421875, 'total_adjusted_duration': 0.10218595901687291, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.3135625, 'total_adjusted_duration': 0.17965524844073613, 'tempo_ratio': 1.745356747}, 'd': {'count': 1, 'total_original_duration': 0.2114375, 'total_adjusted_duration': 0.13161595652142205, 'tempo_ratio': 1.606473148}}}",0096.wav
WEED,ORHIN,ORDEN,"{'mean_confidence': 0.9657518863677979, 'min_confidence': 0.44134876132011414, 'max_confidence': 0.999996542930603}","{'mean_confidence': 0.9742181897163391, 'min_confidence': 0.3603056073188782, 'max_confidence': 0.9999773502349854}",3.54,3.266125,1.0,1.0,"{'original_duration': 3.54, 'adjusted_duration': 3.266125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.7925, 'total_adjusted_duration': 2.7925, 'tempo_ratio': 1.0}, 'w': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.1634975344269967, 'tempo_ratio': 1.391458292}, 'iy': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.19909969729529453, 'tempo_ratio': 1.745356747}, 'dcl': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.0954315444980295, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.025, 'total_adjusted_duration': 0.015562040380895306, 'tempo_ratio': 1.606473148}}}",0097.wav
CORN,CON,ORON,"{'mean_confidence': 0.9604916572570801, 'min_confidence': 0.36095812916755676, 'max_confidence': 0.9999949932098389}","{'mean_confidence': 0.9756024479866028, 'min_confidence': 0.43711337447166443, 'max_confidence': 0.999975323677063}",2.9350625,2.6391875,1.0,1.0,"{'original_duration': 2.9350625, 'adjusted_duration': 2.6391875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.2024999999999997, 'total_adjusted_duration': 2.2024999999999997, 'tempo_ratio': 1.0}, 'k': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.14265036398915365, 'tempo_ratio': 1.629859143}, 'ao': {'count': 1, 'total_original_duration': 0.2125, 'total_adjusted_duration': 0.14278701662559878, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.06947918766121514, 'tempo_ratio': 2.050973893}, 'n': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.08176828858190528, 'tempo_ratio': 1.712155194}}}",0098.wav
UP,E,HUD,"{'mean_confidence': 0.9811588525772095, 'min_confidence': 0.3482804596424103, 'max_confidence': 0.9999856948852539}","{'mean_confidence': 0.9872432351112366, 'min_confidence': 0.445667564868927, 'max_confidence': 0.9999576807022095}",3.195,3.002875,1.0,1.0,"{'original_duration': 3.195, 'adjusted_duration': 3.002875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.6125, 'total_adjusted_duration': 2.6125, 'tempo_ratio': 1.0}, 'ah': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.12976301684250266, 'tempo_ratio': 1.753195984}, 'pcl': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.23649171966474258, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.0325, 'total_adjusted_duration': 0.024106606010311973, 'tempo_ratio': 1.348178171}}}",0099.wav
SWARM,YOU WERE,YOU WERE,"{'mean_confidence': 0.9736387729644775, 'min_confidence': 0.4265976548194885, 'max_confidence': 0.9999961853027344}","{'mean_confidence': 0.9703014492988586, 'min_confidence': 0.4291434586048126, 'max_confidence': 0.9999979734420776}",2.885,2.5004375,2.0,2.0,"{'original_duration': 2.885, 'adjusted_duration': 2.5004375, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.7925, 'total_adjusted_duration': 1.7925, 'tempo_ratio': 1.0}, 's': {'count': 1, 'total_original_duration': 0.3620625, 'total_adjusted_duration': 0.2596335391050813, 'tempo_ratio': 1.394513595}, 'w': {'count': 1, 'total_original_duration': 0.176125, 'total_adjusted_duration': 0.12657583846573534, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.2143125, 'total_adjusted_duration': 0.1440049058850524, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.125, 'total_adjusted_duration': 0.06094665584317118, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.11680876842708382, 'tempo_ratio': 1.79781024}}}",0100.wav
